date_of,ctl_loading_date,quan,quan_no_weak_dub,quan_no_dub,agg_quan,agg_quan_no_week_dub,agg_quan_no_dub
2018-08-01,2018-08-01,446,436,418,446,436,418
2020-01-03,2020-01-03,64,63,63,64,63,63
2019-08-10,2019-08-11,466,446,436,466,446,436
2021-08-23,2021-08-23,436,416,409,436,416,409
2018-10-05,2018-10-05,458,444,428,458,444,428
2021-04-13,2021-04-13,468,442,437,468,442,437
2022-09-16,2022-09-19,447,422,416,447,422,416
2018-09-14,2018-09-14,494,476,462,494,476,462
2019-03-20,2019-03-20,486,470,454,486,470,454
2019-07-04,2019-07-04,467,447,437,467,447,437
2019-10-17,2019-10-17,458,437,429,458,437,429
2018-10-24,2018-10-24,427,417,400,427,417,400
2023-07-24,2023-11-13,36,34,34,494,449,424
2018-07-27,2018-07-27,483,472,451,483,472,451
2022-06-12,2022-06-12,448,423,417,448,423,417
2022-02-18,2022-02-18,486,459,450,486,459,450
2023-01-27,2023-01-27,424,400,395,424,400,395
2022-07-15,2022-07-15,458,431,424,458,431,424
2021-06-20,2021-06-20,458,432,428,458,432,428
2023-07-27,2023-07-27,459,429,425,459,429,425
2022-04-04,2022-04-04,462,434,427,462,434,427
2021-08-20,2021-08-22,478,449,442,478,449,442
2021-05-22,2021-05-22,424,402,398,424,402,398
2023-06-10,2023-06-10,458,430,424,458,430,424
2023-11-03,2023-11-03,484,455,448,484,455,448
2020-04-27,2020-04-27,474,453,443,474,453,443
2022-12-23,2022-12-23,458,430,424,458,430,424
2020-04-15,2020-04-15,420,401,395,420,401,395
2020-11-15,2020-11-15,458,439,429,458,439,429
2019-08-12,2019-08-12,458,441,428,458,441,428
2023-09-25,2023-09-25,458,429,424,458,429,424
2019-12-06,2019-12-06,458,439,429,458,439,429
2020-06-18,2020-06-19,250,240,234,464,440,434
2019-01-10,2019-01-10,420,408,393,420,408,393
2024-03-08,2024-03-08,438,410,406,438,410,406
2021-10-08,2021-10-08,429,407,402,429,407,402
2024-03-10,2024-03-10,492,462,456,492,462,456
2022-04-07,2022-04-07,487,458,451,487,458,451
2023-10-24,2023-10-24,17,17,17,17,17,17
2024-01-28,2024-01-28,420,397,389,420,397,389
2023-07-07,2023-07-07,442,411,408,442,411,408
2022-10-21,2022-10-26,456,427,422,456,427,422
2019-09-11,2019-09-11,458,439,429,458,439,429
2024-01-26,2024-01-26,478,449,443,478,449,443
2021-06-30,2021-10-11,19,18,18,477,443,428
2018-08-22,2018-08-22,431,422,404,431,422,404
2023-01-08,2023-01-08,458,432,424,458,432,424
2020-04-01,2020-04-01,481,460,450,481,460,450
2023-11-19,2023-11-19,478,449,443,478,449,443
2020-06-29,2020-06-29,458,436,429,458,436,429
2018-11-13,2018-11-13,491,473,459,491,473,459
2023-08-21,2023-08-21,479,450,444,479,450,444
2020-12-28,2020-12-28,441,425,415,441,425,415
2018-08-07,2018-08-07,458,445,429,458,445,429
2021-10-13,2021-10-13,458,433,427,458,433,427
2021-11-27,2021-11-27,459,433,427,459,433,427
2020-09-13,2020-09-13,422,403,398,422,403,398
2019-03-15,2019-03-15,482,470,451,482,470,451
2023-10-20,2023-10-20,492,463,456,492,463,456
2019-01-18,2019-01-18,423,408,396,423,408,396
2023-07-24,2023-07-24,458,430,424,458,430,424
2022-06-10,2022-06-10,439,416,410,439,416,410
2019-10-04,2019-10-04,458,438,429,458,438,429
2020-04-07,2020-04-08,473,452,442,473,452,442
2022-07-16,2022-07-16,427,404,400,427,404,400
2023-07-10,2023-07-10,481,448,446,481,448,446
2022-03-22,2022-03-22,290,282,280,290,282,280
2023-01-06,2023-01-06,479,452,444,479,452,444
2021-02-26,2021-02-26,493,468,457,493,468,457
2018-10-10,2018-10-10,446,435,417,446,435,417
2018-06-08,2018-06-08,458,449,428,458,449,428
2018-05-16,2018-05-16,470,458,439,470,458,439
2022-06-24,2022-06-26,458,428,424,458,428,424
2021-07-10,2021-07-10,458,436,428,458,436,428
2021-01-08,2021-01-08,481,458,448,481,458,448
2018-06-13,2018-06-13,426,414,399,426,414,399
2018-08-21,2018-08-21,440,423,412,440,423,412
2020-07-12,2020-07-12,458,439,429,458,439,429
2021-01-27,2021-01-27,460,437,431,460,437,431
2019-07-05,2019-07-05,425,411,399,425,411,399
2021-06-11,2021-06-11,458,435,429,458,435,429
2020-11-19,2021-04-01,30,29,29,488,460,429
2020-12-26,2020-12-26,458,438,429,458,438,429
2018-07-25,2018-07-25,464,454,434,464,454,434
2019-12-29,2019-12-29,452,435,423,452,435,423
2019-01-13,2019-01-13,458,440,428,458,440,428
2021-05-29,2021-06-01,272,261,253,490,466,454
2019-01-02,2019-01-02,458,444,428,458,444,428
2019-12-27,2019-12-27,472,455,442,472,455,442
2021-10-10,2023-04-06,8,8,8,466,439,427
2021-01-20,2021-01-20,458,438,429,458,438,429
2019-09-15,2019-09-15,493,478,461,493,478,461
2022-02-19,2022-02-19,458,432,426,458,432,426
2018-10-28,2018-10-28,483,465,451,483,465,451
2023-10-09,2023-10-09,444,415,410,444,415,410
2019-02-19,2019-02-19,458,442,429,458,442,429
2023-08-17,2023-08-17,462,434,428,462,434,428
2022-09-06,2022-09-06,479,452,444,479,452,444
2019-12-23,2019-12-23,458,440,429,458,440,429
2022-01-23,2022-01-23,359,344,338,359,344,338
2019-05-01,2019-05-01,456,439,428,456,439,428
2019-02-03,2019-02-03,429,417,402,429,417,402
2020-02-22,2020-02-22,458,438,430,458,438,430
2021-05-04,2021-05-04,440,419,413,440,419,413
2022-12-07,2022-12-07,419,399,392,419,399,392
2021-11-05,2021-11-05,458,432,427,458,432,427
2020-04-10,2020-04-10,458,437,430,458,437,430
2021-12-26,2021-12-26,458,435,426,458,435,426
2023-09-10,2023-09-10,458,431,424,458,431,424
2019-09-23,2019-09-24,458,441,429,458,441,429
2023-11-01,2023-11-01,468,440,434,468,440,434
2020-10-20,2020-10-20,458,438,430,458,438,430
2019-08-04,2019-08-04,462,442,432,462,442,432
2018-09-10,2018-09-10,456,441,427,456,441,427
2020-03-09,2020-03-12,461,441,433,461,441,433
2023-11-25,2023-11-25,496,467,460,496,467,460
2020-09-24,2020-09-24,476,454,445,476,454,445
2023-09-06,2023-09-06,462,436,428,462,436,428
2023-02-21,2023-02-25,492,464,456,492,464,456
2018-08-02,2018-08-02,458,445,429,458,445,429
2020-07-12,2023-12-27,31,30,30,489,462,429
2020-02-02,2020-02-02,486,467,455,486,467,455
2018-06-27,2018-06-27,458,449,429,458,449,429
2019-02-21,2019-02-21,423,410,396,423,410,396
2018-10-11,2018-10-11,458,438,428,458,438,428
2019-04-13,2019-04-13,497,479,464,497,479,464
2023-02-23,2023-02-25,479,448,444,479,448,444
2022-06-13,2022-06-13,494,466,458,494,466,458
2020-10-18,2020-10-18,450,432,423,450,432,423
2023-09-08,2023-09-08,458,430,424,458,430,424
2019-03-24,2019-03-24,455,435,426,455,435,426
2020-07-26,2020-07-26,423,403,397,423,403,397
2018-10-29,2018-10-29,458,446,428,458,446,428
2019-12-15,2019-12-18,219,208,206,432,411,405
2020-11-17,2020-11-17,458,436,429,458,436,429
2019-09-01,2019-09-01,458,438,429,458,438,429
2021-06-05,2021-06-05,435,417,409,435,417,409
2022-11-27,2022-11-27,491,462,455,491,462,455
2020-11-03,2020-11-07,458,437,429,458,437,429
2020-08-22,2020-08-22,458,439,430,458,439,430
2023-11-20,2023-11-20,494,465,458,494,465,458
2020-12-22,2020-12-22,443,421,417,443,421,417
2023-02-26,2023-02-26,462,435,428,462,435,428
2023-10-08,2023-10-08,494,463,458,494,463,458
2020-11-10,2020-11-10,494,468,458,494,468,458
2018-12-19,2018-12-19,455,440,425,455,440,425
2023-03-05,2023-03-08,471,443,436,471,443,436
2018-12-18,2018-12-18,454,442,424,454,442,424
2022-05-26,2022-05-26,458,432,425,458,432,425
2018-05-26,2018-05-26,458,448,428,458,448,428
2021-06-18,2021-06-18,458,433,428,458,433,428
2022-02-02,2022-02-02,496,471,460,496,471,460
2020-07-20,2020-07-20,458,439,429,458,439,429
2020-12-29,2020-12-29,458,438,429,458,438,429
2022-12-05,2022-12-05,458,430,424,458,430,424
2022-07-23,2022-07-23,458,430,424,458,430,424
2019-11-16,2019-11-18,458,439,429,458,439,429
2021-11-29,2021-11-29,458,434,426,458,434,426
2022-11-28,2022-11-28,464,436,430,464,436,430
2021-02-10,2021-02-10,433,415,407,433,415,407
2021-12-22,2021-12-22,458,434,426,458,434,426
2023-01-07,2023-01-07,458,431,424,458,431,424
2024-02-05,2024-02-05,458,429,424,458,429,424
2022-01-19,2022-01-19,458,434,426,458,434,426
2019-10-16,2019-10-16,458,440,429,458,440,429
2022-08-09,2022-08-09,423,399,396,423,399,396
2020-05-09,2020-05-10,451,430,423,451,430,423
2019-04-29,2019-04-29,426,411,400,426,411,400
2020-08-31,2020-08-31,458,434,430,458,434,430
2020-03-08,2020-03-12,458,440,430,458,440,430
2019-11-02,2019-11-04,480,461,448,480,461,448
2018-09-28,2018-09-28,432,419,404,432,419,404
2020-09-01,2020-09-01,437,416,410,437,416,410
2018-10-01,2018-10-01,464,446,434,464,446,434
2023-07-03,2023-07-03,463,433,429,463,433,429
2019-10-28,2019-10-28,458,440,429,458,440,429
2022-10-29,2023-08-16,37,36,36,495,454,424
2021-01-11,2021-01-11,444,425,418,444,425,418
2021-06-09,2021-06-10,486,464,450,486,464,450
2018-07-15,2018-07-15,477,462,446,477,462,446
2022-08-28,2022-08-28,435,410,406,435,410,406
2023-06-07,2023-06-07,458,428,424,458,428,424
2019-12-17,2019-12-17,447,424,418,447,424,418
2020-01-12,2020-01-12,458,438,430,458,438,430
2019-05-02,2019-05-02,458,444,429,458,444,429
2019-06-21,2019-06-21,458,444,428,458,444,428
2020-09-03,2020-09-03,458,437,430,458,437,430
2021-09-25,2021-09-25,458,435,427,458,435,427
2023-11-15,2023-11-15,495,466,459,495,466,459
2020-10-03,2020-10-03,438,418,412,438,418,412
2019-03-27,2019-03-27,328,322,314,328,322,314
2022-10-01,2022-10-01,490,462,454,490,462,454
2019-06-03,2019-06-03,495,476,462,495,476,462
2018-12-18,2023-01-22,1,1,1,455,443,424
2018-05-07,2018-05-07,419,409,393,419,409,393
2020-01-06,2020-01-06,496,477,462,496,477,462
2022-11-15,2022-11-15,482,453,447,482,453,447
2022-12-16,2022-12-16,458,431,424,458,431,424
2019-10-31,2019-10-31,441,424,414,441,424,414
2018-10-26,2018-10-26,429,417,402,429,417,402
2022-01-08,2022-01-08,458,433,426,458,433,426
2022-05-24,2022-05-24,471,444,436,471,444,436
2023-01-13,2023-01-13,465,436,431,465,436,431
2019-12-11,2019-12-16,313,302,295,490,468,458
2022-02-25,2022-02-25,422,400,396,422,400,396
2021-04-15,2021-04-15,448,427,419,448,427,419
2019-06-20,2019-06-20,452,438,424,452,438,424
2018-06-20,2018-06-20,458,442,429,458,442,429
2018-09-22,2018-09-22,458,443,428,458,443,428
2021-08-06,2021-08-06,468,446,435,468,446,435
2020-12-09,2020-12-09,458,437,429,458,437,429
2019-11-05,2019-11-05,462,443,433,462,443,433
2023-12-06,2023-12-06,494,462,458,494,462,458
2022-08-19,2022-08-19,495,468,459,495,468,459
2018-12-09,2018-12-09,466,452,435,466,452,435
2023-10-13,2023-10-13,458,428,424,458,428,424
2021-07-05,2021-07-05,458,435,428,458,435,428
2021-03-25,2021-03-25,483,458,448,483,458,448
2021-02-21,2021-02-21,458,435,429,458,435,429
2022-01-26,2022-01-26,458,431,426,458,431,426
2019-01-26,2019-01-26,430,418,403,430,418,403
2019-09-13,2019-09-13,481,467,450,481,467,450
2019-09-28,2019-09-28,471,457,442,471,457,442
2023-04-16,2023-04-16,481,450,446,481,450,446
2020-01-21,2020-01-21,458,436,430,458,436,430
2021-11-26,2021-11-26,458,433,426,458,433,426
2019-06-23,2019-06-23,452,436,424,452,436,424
2023-03-28,2023-05-24,30,30,30,487,446,423
2022-10-07,2022-10-07,450,425,417,450,425,417
2023-10-14,2023-10-14,478,450,443,478,450,443
2022-02-20,2022-02-20,457,432,425,457,432,425
2019-03-25,2019-03-25,463,451,432,463,451,432
2020-01-30,2020-01-30,464,444,436,464,444,436
2019-03-12,2019-03-12,492,475,459,492,475,459
2020-01-29,2020-01-29,458,438,430,458,438,430
2023-07-13,2023-07-13,473,444,438,473,444,438
2019-05-05,2019-05-06,447,431,419,447,431,419
2021-10-17,2021-10-17,458,433,427,458,433,427
2020-04-04,2020-04-04,431,416,405,431,416,405
2019-06-02,2019-06-02,492,477,459,492,477,459
2022-05-08,2023-08-15,15,15,15,459,430,415
2018-06-11,2018-06-11,426,417,399,426,417,399
2024-02-03,2024-02-03,458,430,424,458,430,424
2020-09-20,2020-09-24,220,210,206,458,436,430
2019-07-20,2019-07-20,423,404,397,423,404,397
2020-11-25,2020-11-25,458,436,429,458,436,429
2023-05-15,2023-05-15,448,421,414,448,421,414
2018-04-13,2018-04-13,458,448,428,458,448,428
2020-01-24,2020-01-24,458,444,430,458,444,430
2020-05-17,2020-05-17,496,473,461,496,473,461
2018-12-04,2018-12-04,495,475,462,495,475,462
2021-06-29,2021-06-29,428,405,402,428,405,402
2021-04-22,2021-04-22,458,436,429,458,436,429
2023-06-04,2023-06-04,430,404,399,430,404,399
2023-04-26,2023-06-17,16,16,16,469,430,419
2018-11-24,2018-11-24,469,455,438,469,455,438
2020-04-22,2020-04-22,448,430,420,448,430,420
2019-05-03,2019-05-03,419,404,393,419,404,393
2020-06-06,2020-06-06,420,399,394,420,399,394
2020-07-29,2020-07-29,458,437,429,458,437,429
2021-03-17,2021-03-17,458,437,429,458,437,429
2020-02-29,2020-02-29,458,435,430,458,435,430
2019-12-22,2019-12-22,488,469,456,488,469,456
2018-12-07,2018-12-07,484,467,452,484,467,452
2019-03-09,2019-03-09,478,463,447,478,463,447
2023-12-23,2023-12-23,477,448,442,477,448,442
2021-04-01,2021-04-01,458,438,429,458,438,429
2019-01-05,2019-01-05,440,425,411,440,425,411
2021-04-12,2021-04-12,458,436,429,458,436,429
2023-08-27,2023-12-24,22,22,22,495,457,438
2022-10-17,2022-10-17,458,431,424,458,431,424
2021-05-26,2021-05-26,464,441,433,464,441,433
2023-08-05,2023-08-05,458,428,424,458,428,424
2019-10-11,2019-10-11,452,433,423,452,433,423
2020-06-27,2020-06-27,421,402,395,421,402,395
2020-11-30,2020-11-30,434,413,408,434,413,408
2020-05-19,2020-05-19,424,404,398,424,404,398
2018-11-22,2018-11-22,458,446,428,458,446,428
2023-10-22,2023-10-22,497,466,461,497,466,461
2021-02-22,2021-02-22,451,427,422,451,427,422
2019-08-08,2019-08-08,449,429,421,449,429,421
2022-05-19,2022-05-20,461,437,427,461,437,427
2022-10-15,2022-10-15,436,412,406,436,412,406
2022-01-07,2022-01-07,458,432,426,458,432,426
2023-11-11,2023-11-11,428,405,397,428,405,397
2020-07-31,2020-07-31,465,442,434,465,442,434
2023-06-24,2023-06-24,426,399,395,426,399,395
2020-09-27,2020-09-27,422,403,398,422,403,398
2018-10-19,2018-10-19,481,461,449,481,461,449
2022-03-01,2022-03-01,459,433,427,459,433,427
2019-01-12,2019-01-12,469,452,437,469,452,437
2020-06-02,2020-06-02,458,439,429,458,439,429
2022-10-02,2022-10-02,420,397,393,420,397,393
2022-12-04,2022-12-04,481,451,446,481,451,446
2021-09-16,2023-11-26,1,1,1,497,472,460
2022-10-09,2022-10-12,458,431,424,458,431,424
2021-11-19,2021-11-19,493,465,457,493,465,457
2020-11-06,2020-11-07,420,401,396,420,401,396
2022-12-01,2022-12-01,438,416,407,438,416,407
2022-08-27,2022-08-27,458,429,424,458,429,424
2020-04-18,2020-04-18,496,472,461,496,472,461
2020-05-24,2020-05-24,443,420,415,443,420,415
2021-02-16,2021-02-16,458,438,429,458,438,429
2021-11-03,2021-11-03,427,404,401,427,404,401
2018-09-27,2018-09-27,497,481,464,497,481,464
2022-06-30,2022-06-30,467,440,433,467,440,433
2020-08-08,2020-08-08,448,430,421,448,430,421
2021-03-15,2021-03-15,488,462,452,488,462,452
2022-07-04,2022-07-04,458,431,424,458,431,424
2019-05-31,2019-05-31,456,440,427,456,440,427
2019-07-08,2019-07-08,458,444,428,458,444,428
2019-02-24,2019-02-24,438,427,410,438,427,410
2021-10-30,2021-10-30,419,398,394,419,398,394
2024-03-15,2024-03-15,458,429,424,458,429,424
2023-06-18,2023-06-18,458,429,424,458,429,424
2019-11-09,2019-11-09,458,440,429,458,440,429
2023-08-03,2023-08-03,429,401,397,429,401,397
2019-03-27,2019-03-31,130,125,121,458,445,429
2022-04-28,2022-04-28,458,432,424,458,432,424
2023-10-05,2023-10-05,466,439,432,466,439,432
2022-03-31,2022-04-01,461,432,427,461,432,427
2023-08-02,2023-08-02,458,427,424,458,427,424
2022-11-30,2022-11-30,425,401,397,425,401,397
2020-08-24,2020-08-24,458,437,430,458,437,430
2023-09-02,2023-09-02,490,461,454,490,461,454
2024-03-03,2024-03-07,439,414,407,439,414,407
2019-12-11,2019-12-11,177,173,172,177,173,172
2022-06-01,2022-06-01,458,434,425,458,434,425
2021-12-12,2021-12-12,451,425,421,451,425,421
2023-06-03,2023-06-04,433,408,400,433,408,400
2021-12-27,2021-12-27,442,418,414,442,418,414
2018-06-03,2018-06-03,458,446,428,458,446,428
2018-10-16,2018-10-16,421,408,394,421,408,394
2021-10-26,2021-10-26,458,434,427,458,434,427
2018-11-17,2018-11-22,414,400,390,458,442,428
2018-11-01,2018-11-01,486,472,454,486,472,454
2022-07-21,2022-07-21,423,402,396,423,402,396
2019-07-11,2019-07-11,426,412,400,426,412,400
2021-01-15,2021-01-15,458,437,429,458,437,429
2020-03-05,2020-03-05,458,442,430,458,442,430
2023-07-16,2023-07-16,464,436,430,464,436,430
2020-06-21,2020-06-21,434,414,407,434,414,407
2018-05-31,2018-05-31,427,419,400,427,419,400
2020-04-19,2020-04-19,472,452,441,472,452,441
2019-07-09,2019-07-09,458,439,428,458,439,428
2019-04-16,2019-04-16,458,443,429,458,443,429
2020-08-17,2020-08-17,458,439,430,458,439,430
2022-11-03,2022-11-03,440,418,409,440,418,409
2021-01-06,2021-01-06,458,437,429,458,437,429
2018-06-24,2018-06-26,423,409,398,423,409,398
2022-07-19,2022-07-19,458,430,424,458,430,424
2019-10-26,2019-10-26,488,473,456,488,473,456
2023-07-19,2023-11-24,1,1,1,494,463,457
2022-05-11,2022-05-11,466,440,432,466,440,432
2018-10-12,2018-10-12,458,444,428,458,444,428
2023-05-15,2023-10-26,41,39,39,489,444,414
2022-11-19,2022-11-19,458,433,424,458,433,424
2023-10-18,2023-10-18,458,430,424,458,430,424
2021-01-03,2021-01-03,443,421,417,443,421,417
2023-05-23,2023-05-23,452,423,418,452,423,418
2021-09-12,2021-09-14,478,450,442,478,450,442
2019-11-24,2019-11-24,465,444,436,465,444,436
2020-01-27,2020-01-27,444,429,416,444,429,416
2018-08-05,2018-08-05,471,457,441,471,457,441
2020-04-30,2020-04-30,458,438,430,458,438,430
2018-12-14,2018-12-14,436,423,408,436,423,408
2019-04-30,2019-04-30,463,446,433,463,446,433
2018-10-30,2018-10-30,438,422,410,438,422,410
2021-07-09,2021-07-09,449,427,420,449,427,420
2020-09-22,2023-11-19,10,10,10,440,420,404
2018-11-05,2018-11-05,458,441,428,458,441,428
2019-02-26,2019-02-26,458,445,429,458,445,429
2019-12-18,2019-12-18,434,416,407,434,416,407
2023-12-29,2023-12-29,463,436,429,463,436,429
2023-09-11,2023-09-11,485,455,449,485,455,449
2021-07-02,2021-07-02,458,436,428,458,436,428
2023-05-07,2023-05-07,492,461,456,492,461,456
2022-10-11,2023-09-29,27,27,27,485,448,424
2021-05-18,2021-05-18,492,469,456,492,469,456
2022-02-04,2022-02-04,458,431,426,458,431,426
2019-02-15,2019-02-15,454,438,425,454,438,425
2020-11-07,2020-11-07,458,437,429,458,437,429
2023-12-18,2023-12-18,457,429,423,457,429,423
2023-10-28,2023-10-28,461,429,427,461,429,427
2019-10-19,2019-10-19,441,423,414,441,423,414
2023-05-21,2023-05-21,497,468,461,497,468,461
2019-01-17,2019-05-12,31,31,31,489,472,428
2019-08-26,2019-08-26,421,405,395,421,405,395
2022-06-27,2022-06-27,458,431,424,458,431,424
2022-12-26,2022-12-26,485,456,449,485,456,449
2021-09-04,2021-09-08,461,438,429,461,438,429
2023-10-17,2023-10-17,490,464,454,490,464,454
2022-04-14,2022-04-14,458,434,424,458,434,424
2023-01-16,2023-01-16,481,454,446,481,454,446
2020-03-17,2020-03-17,445,425,417,445,425,417
2021-02-06,2021-02-06,458,433,429,458,433,429
2020-09-16,2021-04-03,25,24,24,461,434,410
2022-07-17,2022-07-17,428,407,401,428,407,401
2018-06-26,2018-06-26,474,464,444,474,464,444
2023-04-18,2023-04-18,34,33,33,34,33,33
2023-07-23,2023-07-23,441,414,408,441,414,408
2021-04-24,2021-04-24,422,401,396,422,401,396
2023-03-28,2023-08-06,38,37,37,525,464,423
2023-10-03,2023-10-03,450,423,416,450,423,416
2021-10-03,2021-10-06,435,409,407,435,409,407
2020-12-11,2020-12-11,486,461,453,486,461,453
2022-03-07,2022-03-07,443,417,414,443,417,414
2023-01-25,2024-01-16,37,35,35,472,431,404
2024-02-22,2024-02-22,458,430,424,458,430,424
2022-03-29,2022-04-01,458,433,425,458,433,425
2023-02-19,2023-02-19,420,398,392,420,398,392
2023-07-08,2023-07-08,445,416,411,445,416,411
2022-12-20,2022-12-20,487,459,451,487,459,451
2019-03-26,2019-03-26,452,437,423,452,437,423
2024-01-21,2024-01-21,491,459,455,491,459,455
2020-01-18,2020-01-18,458,436,430,458,436,430
2018-08-29,2018-08-29,458,449,428,458,449,428
2023-05-24,2023-05-24,458,431,424,458,431,424
2022-09-21,2022-09-21,472,445,437,472,445,437
2022-09-30,2022-09-30,487,457,451,487,457,451
2020-08-11,2023-06-25,3,3,3,497,468,460
2024-01-15,2024-01-15,433,409,402,433,409,402
2021-12-30,2021-12-30,438,416,410,438,416,410
2020-08-28,2021-05-06,1,1,1,483,457,450
2024-02-19,2024-02-19,475,448,440,475,448,440
2023-12-26,2023-12-26,458,429,424,458,429,424
2022-11-12,2022-11-12,469,443,435,469,443,435
2022-07-11,2022-07-15,431,408,404,431,408,404
2019-05-06,2019-05-06,483,467,452,483,467,452
2019-03-03,2019-03-03,495,478,461,495,478,461
2019-10-02,2019-10-02,437,419,410,437,419,410
2018-06-29,2018-06-29,488,476,456,488,476,456
2020-05-23,2020-05-23,458,438,430,458,438,430
2018-07-14,2018-07-14,473,459,443,473,459,443
2018-05-03,2018-05-03,442,426,413,442,426,413
2022-08-15,2022-08-15,458,432,424,458,432,424
2019-12-21,2019-12-21,495,476,461,495,476,461
2024-01-07,2024-01-07,458,429,424,458,429,424
2023-07-15,2023-07-15,458,428,424,458,428,424
2018-12-23,2018-12-23,458,441,428,458,441,428
2023-08-18,2023-08-18,438,410,405,438,410,405
2023-08-12,2023-11-13,28,28,28,511,461,424
2021-10-22,2022-01-16,2,2,2,497,475,459
2022-05-27,2022-05-27,431,408,404,431,408,404
2022-03-14,2022-03-14,458,434,426,458,434,426
2020-12-07,2020-12-07,427,406,401,427,406,401
2022-08-18,2022-08-19,451,424,418,451,424,418
2023-08-19,2023-08-19,424,402,394,424,402,394
2020-11-24,2020-11-24,441,422,415,441,422,415
2018-12-13,2018-12-13,446,431,417,446,431,417
2019-08-31,2019-08-31,478,460,448,478,460,448
2021-09-09,2021-09-09,435,414,408,435,414,408
2022-12-22,2022-12-22,458,432,424,458,432,424
2021-05-19,2021-05-19,458,439,429,458,439,429
2018-12-22,2018-12-22,431,421,403,431,421,403
2021-05-01,2021-05-01,458,435,429,458,435,429
2023-04-02,2023-04-02,470,442,436,470,442,436
2024-01-22,2024-01-22,471,440,436,471,440,436
2022-04-03,2022-04-03,458,431,425,458,431,425
2019-04-26,2019-04-26,433,418,406,433,418,406
2021-04-16,2021-04-16,423,403,397,423,403,397
2021-12-23,2021-12-23,446,424,418,446,424,418
2021-12-07,2021-12-07,442,420,414,442,420,414
2021-05-29,2021-05-29,218,212,212,218,212,212
2022-02-05,2022-02-05,458,435,426,458,435,426
2020-11-08,2020-11-08,432,411,406,432,411,406
2020-06-27,2021-09-19,40,39,39,461,434,395
2023-06-08,2023-06-08,447,420,413,447,420,413
2022-09-13,2022-09-13,458,433,424,458,433,424
2023-09-20,2023-09-20,458,429,424,458,429,424
2020-08-05,2020-08-05,494,470,460,494,470,460
2021-12-17,2021-12-17,235,229,228,235,229,228
2018-08-09,2021-06-25,4,4,4,470,458,436
2022-12-30,2022-12-30,458,434,424,458,434,424
2019-03-08,2019-03-08,445,430,417,445,430,417
2022-05-31,2022-05-31,491,466,455,491,466,455
2023-08-10,2023-08-10,458,430,424,458,430,424
2019-11-11,2019-11-11,458,436,429,458,436,429
2023-06-12,2023-06-12,428,405,397,428,405,397
2021-01-25,2021-01-25,458,438,429,458,438,429
2019-01-24,2019-01-26,459,445,430,475,459,444
2023-03-07,2023-03-08,421,394,392,421,394,392
2023-03-28,2023-03-29,457,429,423,457,429,423
2019-12-16,2019-12-16,458,441,429,458,441,429
2023-06-27,2023-06-27,458,428,424,458,428,424
2020-01-25,2020-01-25,479,461,448,479,461,448
2021-08-21,2021-08-22,458,433,427,458,433,427
2020-03-01,2020-03-02,435,418,409,435,418,409
2018-12-31,2018-12-31,447,434,418,447,434,418
2020-06-01,2020-06-01,443,422,415,443,422,415
2018-06-23,2018-06-26,239,238,234,239,238,234
2018-12-21,2018-12-21,458,442,428,458,442,428
2023-07-11,2023-07-11,458,429,424,458,429,424
2022-05-30,2022-05-30,495,466,459,495,466,459
2018-04-11,2018-04-11,458,446,428,458,446,428
2023-08-23,2023-08-23,434,407,401,434,407,401
2022-01-04,2022-01-04,433,407,405,433,407,405
2024-02-26,2024-02-26,464,438,430,464,438,430
2020-11-20,2020-11-20,458,439,429,458,439,429
2021-08-19,2021-08-22,469,445,436,469,445,436
2022-04-30,2022-04-30,452,429,420,452,429,420
2022-01-28,2022-01-28,437,415,409,437,415,409
2020-06-11,2020-06-11,458,436,429,458,436,429
2019-11-30,2019-11-30,420,401,394,420,401,394
2019-07-03,2021-10-07,39,38,38,497,479,428
2023-06-29,2023-06-29,458,429,424,458,429,424
2024-01-30,2024-01-30,461,429,427,461,429,427
2023-03-31,2023-03-31,489,461,453,489,461,453
2020-09-12,2020-09-12,483,458,451,483,458,451
2019-08-15,2019-08-15,458,440,428,458,440,428
2023-08-11,2023-08-11,98,95,95,98,95,95
2018-08-12,2018-08-12,459,446,429,459,446,429
2018-05-17,2018-05-17,458,445,428,458,445,428
2022-02-07,2022-02-07,479,455,444,479,455,444
2021-02-28,2021-02-28,466,441,436,466,441,436
2020-02-11,2020-02-11,420,406,395,420,406,395
2021-09-14,2021-09-14,438,417,410,438,417,410
2021-04-19,2021-04-19,458,437,429,458,437,429
2023-02-12,2023-02-14,458,428,424,458,428,424
2018-11-10,2018-11-10,458,444,428,458,444,428
2019-06-29,2019-06-29,452,440,424,452,440,424
2021-11-02,2021-11-02,448,423,420,448,423,420
2020-05-20,2020-05-20,462,441,433,462,441,433
2022-02-23,2022-02-23,458,437,426,458,437,426
2022-08-24,2022-08-24,454,428,420,454,428,420
2024-01-18,2024-01-18,497,468,461,497,468,461
2022-05-16,2022-05-16,489,461,453,489,461,453
2021-08-18,2021-08-18,496,469,460,496,469,460
2022-08-06,2022-08-06,466,440,432,466,440,432
2022-10-28,2022-10-28,433,410,404,433,410,404
2021-01-04,2021-01-04,481,457,448,481,457,448
2020-07-03,2020-07-03,458,437,429,458,437,429
2019-07-14,2019-07-14,458,441,428,458,441,428
2020-11-02,2020-11-02,481,459,449,481,459,449
2018-07-31,2018-07-31,454,440,425,454,440,425
